web-scraper-order,web-scraper-start-url,author,title,date,content,rating,label
1580573494-330,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Shah,Not much as I expected!,Reviewed in India on 18 December 2019,"I've got this phone two weeks back and have been using it for the past ten days.

Fingerprint reader - fast, accurate and good!

Screen size- neither too big, nor too small! Just as what we want

Display clarity - you may think that this phone lacks amoled display, but trust me! Even though using IPS LCD, its way better! But yea, you may find the screen brightness not too bright or sufficient enough..

Camera quality - this is what I wanted to say about, I don't know whether it's just my phone fault or some kind of issue, whenever I click pictures, it definitely has some distortions or some noise! I've took a lot of photos but still I don't feel it as 64 mp cam phone! This is where I want to go for realme XT!

Battery life - I was using redmi note 7 pro(4000 mah) before this one, and I seriously don't feel any difference between these two despite this 8 pro having a 4500 mah battery!

Quick charge - yea just as the name depicts, it's quick! But not fast enough as you want

Performance - having helio G90T as it's core chipset, it performs well.. but there's still a second lag, when you clear your memory and return to home screen! You can go on gaming without any worry, but phone may heat up slightly when you go on gaming for more than 40 mins!

These issues that I have found may be because of miui 10, where miui 11 has some improvements in system! But I won't lie about the camera quality which is not so good as a 64 mp cam!

 Ask me if you have any doubts!",3.0 out of 5 stars,quality
1580574472-3750,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,AKASH BHAKTA,"Stunning from outside , empty inside",Reviewed in India on 22 January 2020,"Lot of touch issues , even after replacement and the worst thing is its battery perfirmance it shows 4500mah but functions as 2500 mah",1.0 out of 5 stars,quality
1580573547-507,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,MG,"Too low volume on speaker, makes it a bad product",Reviewed in India on 31 December 2019,"Sound/volume is very low. Even if you boost its volume fully it's too low. If you wanna watch movie on Amazon prime turning on its speaker and the phone is right in front of you the volume is too low that you cannot enjoy. Anither point I have observed manyt one is that whenever I am on a conference internet call and if by chance you get a normal voice call in between whether I receive or decline it, after that the volume of the conference call gets too low that you cannot hear anything in speaker.",4.0 out of 5 stars,quality
1580574163-2651,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Virajuchil,Killer phone,Reviewed in India on 27 December 2019,This is a good phone at this price point.pubg never lags and camera quality is also very good.a bit of problem is with the storage space occupied by the photos it's up to 35mb .....,5.0 out of 5 stars,quality
1580573454-200,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Dhananjay Singh,EXCELLENT,Reviewed in India on 17 November 2019,"Design
Very good build quality and premium glass sandwich design, similar to its predecessor, the Redmi Note 7 Pro
Uses Gorilla Glass 5, front and back
The camera bump on the rear is on the big side
Hefty for the screen size, at 200g
It's slippery like glass backs tend to be, so using a case is recommended
Display
Good quality, bright 6.53 inch IPS panel, with very good sunlight legibility
Supports HDR - a rare find in this price range
Software
MIUI is one of the more refined and smooth Android skins around, and has a number of add-on features and a lot of customizability
It's not as clean and minimalistic as stock Android though - in the default setup you will get both plenty of bloatware, and ads in the UI
Performance
Excellent, best-in-class performance with the powerful Helio G90T on board - that performs around the same level as last year's flagship Snapdragon 845 - the Redmi Note 8 Pro sails through anything you throw at it - this is essentially a top-end gaming phone on the cheap - and it has a significant edge in benchmarks over it's main competitor, the Realme XT, that packs the Snapdragon 712
Camera
The Note 8 Pro once again delivers some superlative camera performance for the price bracket (as the Note Pro series has done for a few years now) - especially from the main 64MP camera
The quad camera setup on the rear includes a 64MP primary camera + 8MP ultra-wide + 2MP depth sensor + 2MP macro lens
The main 64MP sensor is versatile and delivers excellent images at day and night
It is also capable of some surprisingly good 2x (digital) zoom photos eliminating the need of a cheap telephoto lens
The 20MP selfie camera is also pretty good
Great video recording quality overall
Overall, this is now the best camera phone under INR 20k, with a slight edge over the other great camera phone of this price bracket, the Realme XT, with clearer low-light photos, and slightly sharper images
The macro and ultra-wide cameras are uninspiring - for high quality photos you will want to stick to the main camera
Video recording in 1080p could have been a bit better
Audio
Excellent headphone audio
Weak-ish mono speaker - while okay, it isn’t very loud or crisp
Battery
Outstanding, class-leading battery life, with a 4500mAH cell and a super-efficient chipset - you will comfortably get 2 days of use and more
Supports USB PD 18W fast charging, that can charge the phone from 0 to 40% in about 30 minutes - and for a change (for the Redmi Note Pro series), now also includes a compatible fast charger in box",5.0 out of 5 stars,quality
1580573815-1448,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Advocate Sunil Kumar,Best Camera phone in this range,Reviewed in India on 7 November 2019,"The 20 megapixel camera takes really good selfies and 64 mega pixel camera takes every small details of object.
only touch sensor is not well on position..so it is not a big problem..",5.0 out of 5 stars,quality
1580574745-4674,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Star Customer,Go for it,Reviewed in India on 24 January 2020,"Don't think about anything, just go for this phone.",5.0 out of 5 stars,quality
1580573898-1744,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Anup Kumar,Not The Camera Beast**,Reviewed in India on 10 November 2019,"Camera is not as good as described.
Overall performance is good and camera lighting can be fixed with a software update.
In night with low light performance is not upto the mark",3.0 out of 5 stars,quality
1580573394-25,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Veerababu,Disappointed !!!,Reviewed in India on 15 November 2019,"People will regret after buying this mobile.
Cons:
1. The heating issue, even if you install apps, the mobile is getting heat.
2. No L1 Support, even if it shows, Amazon Prime and Netflix is not supported HD.
3. Call Quality issues.
4. Don't trust reviewers guys, the green color looks, So cheap. If you guys buying better go with White color or black.
5. Camera Quality is average.

overall , its a bad purchase.",1.0 out of 5 stars,quality
1580573527-435,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Mayank V.,Problematic display unit received,Reviewed in India on 21 December 2019,"This phone i got has a yellowish tint to it all the time in display. I got it double checked with our local MI stores and compared the demo phone displays to it. Applied for a replacement of this device.
Please check ourself if you have this issue as they are saying there are multiple devices with this type of display.

Lets wait for next update.

Update - There is no replacement. They returned it. End of Redmi phones.",1.0 out of 5 stars,quality
1580574434-3601,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Muthulakshmi,Good phone but worst Alexa,Reviewed in India on 22 November 2019,Superb phone! But if you like the mobile for Alexa then don't buy this Google Assistant is more better than Alexa.,5.0 out of 5 stars,quality
1580573906-1775,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,SASWATI PRIYADARSHINI,Grade 3 phone,Reviewed in India on 4 December 2019,"Smart phone like redme, mi vivo oppo realme are just hype because their big boss are using Samsung or IPhone. Their softwares are not professional touch for a real user of smart phone. Business manager are real user of smartphone but others using for fun.",2.0 out of 5 stars,quality
1580573478-280,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,5?? Creations,"Excellent Phone, worth for your money",Reviewed in India on 9 November 2019,"Excellent Phone, good battery backup(fast charging not satisfied), good processor (no heating problem),
Camera was excellent-  improved & solve cameara brighter issue on note 7pro..
Ishues:
But wide angle camera was not good(lo clearity), display was HDR its not good to like to see..  other wise asm
All performance was excellent light speed working.
I suggest to buy the phone proudly..
Im upgraded from note7pro to note8pro..

Finally the phone was greatfull more than expectation.  (Exempting Display.) Frm: Prasad.",5.0 out of 5 stars,quality
1580574587-4141,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Pandibabu,Lovin it,Reviewed in India on 27 January 2020,Everything is alright but not satisfied with camera,5.0 out of 5 stars,quality
1580574503-3852,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Bikram,No use of Alexa,Reviewed in India on 7 January 2020,Everything is very good. But the feature of alexa is not useful. I couldn't find any way to utilize this add on in the smartphone.,4.0 out of 5 stars,quality
1580574818-4930,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,sajid,Best mobile,Reviewed in India on 5 January 2020,"Best phone ,RAM 8GB fast mobile working,and  128 GB  storage",5.0 out of 5 stars,quality
1580574484-3785,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Customer,Nicee,Reviewed in India on 12 November 2019,This device is perfect but received my phone late was expecting early delivery because amazon is not flipkart which gives late deliveries.,5.0 out of 5 stars,quality
1580573764-1261,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Dharma Teja,good mobile,Reviewed in India on 25 December 2019,"This is great mobile ,6 gb with 128 gb ram
I'm pretty heavy Gamer smooth and high graphics,
No finger print shutter option for camera only draw back i hope company roles out an update.
Slightly heat but cooles down fast . guessing update will slove the issue. Over all gud buy...",4.0 out of 5 stars,quality
1580573394-24,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Customer,Love this one,Reviewed in India on 8 November 2019,"I always love to use Xiaomi's every product
And this Redmi note 8 Pro is too amazing ??",5.0 out of 5 stars,quality
1580574695-4505,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Dr Vijay Vyawahare,MI can't compete with Samsung n one plus by giving low pricephone with high features....,Reviewed in India on 27 November 2019,"Ok quality,not as 64mp....",3.0 out of 5 stars,quality
1580573444-167,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Patil V.,My expirance since I am using it from 23 oct. U should Go for it??,Reviewed in India on 13 November 2019,"Best battery??
Quick charging
Best Camera and it's functions
Best Display.....  Not as superAmolet but not even less then that....
Runs more faster then u.....
User friendly....
I liked it's network capturing strength even when other phones don't have network... Even then u Ll not lose connectivity???? I have experienced it",5.0 out of 5 stars,quality
1580573821-1462,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,piyush,Best mobile in the 15k Range,Reviewed in India on 16 November 2019,If you want to buy the mobile on 15k range then go for this mobile. This mobile is one of the best mobile under 15k budget.,5.0 out of 5 stars,quality
1580574023-2180,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Rajesh Kumar,Good note 8 pro,Reviewed in India on 7 November 2019,"Looking beautiful.
I purchese this phone gaming mode is ossom
Battery backup is nice.
Ossom camera.",5.0 out of 5 stars,quality
1580573926-1848,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Medisetti r.,Mi note 8pro is not working,Reviewed in India on 24 November 2019,Mi note 8pro display is ang and charging is not working properly,1.0 out of 5 stars,quality
1580574668-4418,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,7075636368,Very good,Reviewed in India on 7 January 2020,"Phone is good looking  camera , battery it's good but battery full to charge 3 or 4hrs its too much time",3.0 out of 5 stars,quality
1580573826-1481,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Sahadev R.,Not the best,Reviewed in India on 28 November 2019,"Pros
Camera is excellent
Performance is excellent
Screen touch are good

Cons
1.Heating is there if you use for 10 minutes or more
2.Battery backup is just a normal you have to charge twice a day
3. Very heavy
Camera bump is more than usual",3.0 out of 5 stars,quality
